id,age,Дата первого занятия,Курс,М2
13789,14,14.02.2021,Python Базовый,0
13792,16,21.02.2021,Python Базовый,0
13793,13,21.02.2021,Веб-дизайн,0
13794,,21.02.2021,Python Базовый,1
13795,12,21.02.2021,Python Базовый,1
13796,14,21.02.2021,Веб-дизайн,0
13809,12,14.03.2021,Python Базовый,1
13817,15,21.02.2021,Python Базовый,1
13820,11,14.02.2021,Python Базовый,0
13823,12,21.02.2021,Python Базовый,0
13825,12,21.02.2021,Python Базовый,1
13841,13,14.02.2021,Веб-дизайн,0
13844,12,21.02.2021,Python Базовый,0
13845,13,21.02.2021,Веб-дизайн,1
13848,14,14.02.2021,Веб-дизайн,0
13849,12,14.02.2021,Python Базовый,0
13850,13,21.02.2021,Python Базовый,0
13854,12,21.02.2021,Python Базовый,1
13856,14,21.02.2021,Python Базовый,1
13864,13,14.02.2021,Python Базовый,0
13865,13,21.02.2021,Python Базовый,1
13868,16,21.02.2021,Веб-дизайн,0
13869,13,21.02.2021,Python Базовый,0
13870,13,21.02.2021,Python Базовый,0
13884,13,21.02.2021,Веб-дизайн,0
13891,12,14.02.2021,Python Базовый,0
13896,13,14.02.2021,Python Базовый,0
13899,12,21.02.2021,Веб-дизайн,1
13901,17,21.02.2021,Unity,1
13904,12,21.02.2021,Python Базовый,1
13906,12,21.02.2021,Веб-дизайн,1
13913,13,21.02.2021,Python Базовый,0
13916,12,21.02.2021,Python Базовый,1
13924,14,14.02.2021,Веб-дизайн,1
13926,12,28.02.2021,Python Базовый,1
13932,15,21.02.2021,Unity,1
13938,14,14.02.2021,Python Базовый,0
13939,13,21.02.2021,Python Базовый,1
13941,14,21.02.2021,Python Базовый,1
13944,17,21.02.2021,Unity,1
13946,12,21.02.2021,Веб-дизайн,1
13952,13,21.02.2021,Python Базовый,1
13953,15,28.02.2021,Python Базовый,1
13957,13,14.02.2021,Веб-дизайн,1
13958,12,21.02.2021,Python Базовый,1
13963,15,21.02.2021,Веб-дизайн,1
13967,10,21.02.2021,Python Базовый,1
13969,16,14.02.2021,Веб-дизайн,0
13971,10,21.02.2021,Python Базовый,1
13972,15,21.02.2021,Python Базовый,1
13984,17,21.02.2021,Python Базовый,0
13988,15,21.02.2021,Python Базовый,1
13990,15,21.02.2021,Unity,0
13997,14,21.02.2021,Python Базовый,1
14001,13,14.02.2021,Python Базовый,0
14003,14,21.02.2021,Python Базовый,1
14007,11,28.02.2021,Python Базовый,1
14011,13,21.02.2021,Python Базовый,1
14016,15,14.02.2021,Python Базовый,0
14017,15,14.02.2021,Unity,0
14019,13,21.02.2021,Python Базовый,1
14020,10,21.02.2021,Python Базовый,1
14023,13,21.02.2021,Python Базовый,1
14024,13,21.02.2021,Python Базовый,1
14026,12,21.02.2021,Python Базовый,1
14028,12,21.02.2021,Веб-дизайн,1
14033,10,28.02.2021,Python Базовый,0
14034,13,21.02.2021,Python Базовый,1
14035,14,21.02.2021,Python Базовый,1
14036,12,28.02.2021,Python Базовый,0
14040,16,21.02.2021,Веб-дизайн,1
14043,11,21.02.2021,Python Базовый,1
14045,12,21.02.2021,Python Базовый,0
14046,14,21.02.2021,Unity,1
14047,14,28.02.2021,Веб-дизайн,1
14048,,28.02.2021,Python Базовый,1
14050,12,21.02.2021,Python Базовый,0
14051,11,21.02.2021,Веб-дизайн,1
14066,13,21.02.2021,Python Базовый,1
14067,14,21.02.2021,Python Базовый,0
14070,13,21.02.2021,Python Базовый,1
14071,15,28.02.2021,Веб-дизайн,0
14072,15,21.02.2021,Python Базовый,1
14074,15,14.02.2021,Unity,0
14078,15,21.02.2021,Веб-дизайн,1
14080,14,21.03.2021,Python Базовый,0
14082,13,28.02.2021,Веб-дизайн,1
14083,17,21.02.2021,Веб-дизайн,1
14084,,21.02.2021,Python Базовый,1
14085,11,21.02.2021,Python Базовый,1
14091,13,21.02.2021,Python Базовый,0
14092,12,21.02.2021,Python Базовый,1
14093,14,21.02.2021,Python Базовый,1
14095,13,21.02.2021,Python Базовый,1
14096,14,21.02.2021,Python Базовый,1
14098,15,21.02.2021,Python Базовый,0
14099,15,21.02.2021,Веб-дизайн,1
14100,11,21.02.2021,Python Базовый,1
14102,12,28.02.2021,Веб-дизайн,1
14103,14,21.02.2021,Python Базовый,1
14107,9,21.02.2021,Python Базовый,1
14110,12,21.02.2021,Веб-дизайн,1
14112,11,28.02.2021,Python Базовый,1
14114,14,21.02.2021,Python Базовый,0
14115,13,28.02.2021,Python Базовый,1
14116,11,21.02.2021,Веб-дизайн,1
14120,13,21.02.2021,Python Базовый,0
14125,14,21.02.2021,Веб-дизайн,1
14128,15,28.02.2021,Python Базовый,0
14129,10,28.02.2021,Python Базовый,0
14130,12,21.02.2021,Python Базовый,0
14132,12,21.02.2021,Python Базовый,1
14133,15,21.02.2021,Веб-дизайн,1
14135,13,28.02.2021,Python Базовый,1
14143,12,21.02.2021,Python Базовый,1
14146,14,21.02.2021,Python Базовый,0
14150,13,21.02.2021,Python Базовый,1
14152,,21.02.2021,Веб-дизайн,1
14153,,21.02.2021,Веб-дизайн,1
14160,12,14.02.2021,Python Базовый,0
14164,14,21.02.2021,Веб-дизайн,1
14165,11,21.02.2021,Python Базовый,1
14168,15,28.02.2021,Веб-дизайн,1
14172,17,21.02.2021,Python Базовый,1
14173,13,21.02.2021,Веб-дизайн,1
14178,11,21.02.2021,Python Базовый,1
14179,12,21.02.2021,Python Базовый,0
14185,11,21.02.2021,Python Базовый,0
14186,11,21.02.2021,Python Базовый,0
14192,13,21.02.2021,Python Базовый,1
14195,12,21.02.2021,Веб-дизайн,0
14196,13,21.02.2021,Веб-дизайн,1
14198,,21.02.2021,Python Базовый,1
14199,13,21.02.2021,Python Базовый,1
14201,15,21.02.2021,Unity,1
14209,14,21.02.2021,Веб-дизайн,1
14210,14,21.02.2021,Unity,1
14212,12,21.02.2021,Веб-дизайн,1
14213,14,21.02.2021,Python Базовый,1
14214,,28.02.2021,Веб-дизайн,1
14217,16,21.02.2021,Python Базовый,1
14218,13,28.02.2021,Python Базовый,1
14220,12,28.02.2021,Python Базовый,1
14222,13,21.02.2021,Python Базовый,1
14223,13,28.02.2021,Python Базовый,0
14224,14,21.02.2021,Python Базовый,1
14231,15,21.02.2021,Python Базовый,1
14234,16,14.02.2021,Unity,0
14242,16,21.02.2021,Веб-дизайн,1
14247,12,21.02.2021,Python Базовый,0
14248,13,21.02.2021,Веб-дизайн,1
14249,,21.02.2021,Python Базовый,1
14253,14,21.02.2021,Веб-дизайн,1
14254,12,28.02.2021,Веб-дизайн,0
14259,13,21.02.2021,Веб-дизайн,1
14262,13,21.02.2021,Python Базовый,1
14263,12,21.02.2021,Python Базовый,1
14264,12,21.02.2021,Python Базовый,1
14267,13,28.02.2021,Unity,1
14270,15,21.02.2021,Веб-дизайн,0
14271,13,28.02.2021,Python Базовый,1
14277,14,28.02.2021,Python Базовый,0
14278,12,28.02.2021,Python Базовый,1
14280,,28.02.2021,Веб-дизайн,0
14281,12,28.02.2021,Python Базовый,1
14282,13,28.02.2021,Веб-дизайн,1
14288,13,21.02.2021,Веб-дизайн,1
14294,14,28.02.2021,Python Базовый,0
14295,12,21.02.2021,Python Базовый,1
14296,15,21.02.2021,Python Базовый,1
14298,13,28.02.2021,Веб-дизайн,1
14299,,21.02.2021,Unity,1
14300,13,21.02.2021,Python Базовый,1
14301,14,21.02.2021,Веб-дизайн,1
14303,15,21.02.2021,Веб-дизайн,1
14306,15,21.02.2021,Python Базовый,1
14307,12,21.02.2021,Python Базовый,1
14310,16,21.02.2021,Веб-дизайн,1
14311,13,21.02.2021,Python Базовый,1
14313,13,28.02.2021,Unity,1
14314,12,21.02.2021,Веб-дизайн,1
14315,11,28.02.2021,Python Базовый,1
14317,14,28.02.2021,Python Базовый,1
14318,13,21.02.2021,Python Базовый,0
14326,14,21.02.2021,Python Базовый,0
14327,12,28.02.2021,Unity,1
14341,13,28.02.2021,Python Базовый,0
14342,13,28.02.2021,Python Базовый,1
14346,12,21.02.2021,Python Базовый,1
14347,12,21.02.2021,Python Базовый,1
14349,15,21.02.2021,Python Базовый,1
14354,11,21.02.2021,Python Базовый,1
14357,,21.02.2021,Unity,1
14358,12,21.02.2021,Python Базовый,0
14359,13,21.02.2021,Python Базовый,0
14360,11,21.02.2021,Python Базовый,1
14362,14,21.02.2021,Python Базовый,1
14363,15,21.02.2021,Веб-дизайн,1
14367,14,21.02.2021,Python Базовый,1
14372,14,21.02.2021,Python Базовый,1
14374,12,28.02.2021,Python Базовый,1
14375,13,21.02.2021,Python Базовый,1
14377,,21.02.2021,Python Базовый,0
14383,14,28.02.2021,Python Базовый,0
14385,12,28.02.2021,Python Базовый,0
14387,12,28.02.2021,Python Базовый,1
14389,14,28.02.2021,Python Базовый,1
14393,,28.02.2021,Python Базовый,0
14395,11,21.02.2021,Python Базовый,1
14396,11,28.02.2021,Python Базовый,1
14399,12,21.02.2021,Веб-дизайн,1
14400,11,21.02.2021,Python Базовый,0
14402,16,21.02.2021,Веб-дизайн,1
14406,,14.02.2021,Python Базовый,0
14408,16,21.02.2021,Веб-дизайн,1
14409,15,21.02.2021,Python Базовый,1
14416,12,21.02.2021,Веб-дизайн,1
14418,16,21.02.2021,Веб-дизайн,1
14419,14,28.02.2021,Python Базовый,1
14421,12,28.02.2021,Python Базовый,1
14422,12,21.02.2021,Python Базовый,1
14425,14,21.02.2021,Python Базовый,0
14426,12,28.02.2021,Python Базовый,1
14427,15,28.02.2021,Python Базовый,1
14428,14,28.02.2021,Python Базовый,1
14429,14,28.02.2021,Unity,1
14431,13,28.02.2021,Python Базовый,1
14436,13,21.02.2021,Python Базовый,0
14438,14,21.02.2021,Unity,1
14439,13,28.02.2021,Python Базовый,0
14440,,28.02.2021,Python Базовый,1
14441,12,28.02.2021,Python Базовый,1
14442,14,28.02.2021,Unity,1
14445,15,28.02.2021,Unity,1
14446,12,28.02.2021,Python Базовый,0
14447,13,28.02.2021,Python Базовый,1
14449,13,28.02.2021,Unity,0
14450,13,21.02.2021,Веб-дизайн,1
14455,13,21.02.2021,Unity,0
14456,15,28.02.2021,Python Базовый,0
14459,15,28.02.2021,Веб-дизайн,0
14460,16,21.02.2021,Unity,1
14462,12,28.02.2021,Python Базовый,1
14468,14,28.02.2021,Python Базовый,0
14469,15,21.02.2021,Веб-дизайн,1
14471,14,28.02.2021,Python Базовый,1
14473,12,28.02.2021,Python Базовый,1
14478,13,21.02.2021,Веб-дизайн,1
14479,12,28.02.2021,Python Базовый,1
14482,11,21.03.2021,Python Базовый,0
14483,11,28.02.2021,Python Базовый,1
14487,11,21.02.2021,Веб-дизайн,1
14496,11,14.02.2021,Python Базовый,1
14500,14,14.03.2021,Python Базовый,1
14502,11,28.02.2021,Python Базовый,1
14507,12,21.02.2021,Python Базовый,1
14510,12,28.02.2021,Python Базовый,0
14513,12,28.02.2021,Python Базовый,1
14522,16,21.02.2021,Веб-дизайн,1
14523,15,21.02.2021,Веб-дизайн,1
14531,13,28.02.2021,Python Базовый,0
14532,13,28.02.2021,Python Базовый,1
14533,14,28.02.2021,Python Базовый,0
14534,13,28.02.2021,Python Базовый,1
14535,13,28.02.2021,Python Базовый,1
14536,13,28.02.2021,Python Базовый,0
14538,12,28.02.2021,Python Базовый,1
14542,14,28.02.2021,Python Базовый,0
14543,,21.02.2021,Python Базовый,1
14544,12,28.02.2021,Python Базовый,1
14546,13,28.02.2021,Python Базовый,0
14556,15,21.02.2021,Веб-дизайн,0
14557,12,28.02.2021,Python Базовый,1
14560,13,28.02.2021,Python Базовый,1
14563,11,28.02.2021,Python Базовый,0
14568,16,28.02.2021,Python Базовый,1
14570,14,28.02.2021,Python Базовый,0
14573,,28.02.2021,Веб-дизайн,1
14577,,14.03.2021,Unity,1
14578,13,28.02.2021,Веб-дизайн,1
14579,14,28.02.2021,Python Базовый,1
14580,15,21.02.2021,Веб-дизайн,1
14581,15,28.02.2021,Python Базовый,0
14583,12,21.02.2021,Веб-дизайн,1
14589,12,21.02.2021,Python Базовый,0
14591,12,28.02.2021,Python Базовый,1
14593,14,28.02.2021,Веб-дизайн,1
14601,12,21.02.2021,Веб-дизайн,0
14603,13,21.02.2021,Python Базовый,1
14604,14,21.02.2021,Python Базовый,1
14606,13,28.02.2021,Python Базовый,1
14607,12,28.02.2021,Python Базовый,1
14608,12,28.02.2021,Python Базовый,1
14610,14,21.02.2021,Веб-дизайн,1
14616,17,28.02.2021,Python Базовый,0
14620,11,28.02.2021,Python Базовый,0
14625,13,28.02.2021,Python Базовый,1
14627,11,21.02.2021,Python Базовый,1
14630,12,28.02.2021,Python Базовый,0
14631,15,21.02.2021,Веб-дизайн,1
14632,15,21.02.2021,Веб-дизайн,1
14634,12,28.02.2021,Python Базовый,0
14639,11,21.03.2021,Python Базовый,0
14644,12,21.03.2021,Python Базовый,0
14648,12,28.02.2021,Python Базовый,1
14649,17,21.02.2021,Веб-дизайн,1
14650,13,28.02.2021,Python Базовый,1
14651,13,28.02.2021,Python Базовый,0
14657,13,28.02.2021,Python Базовый,1
14660,12,28.02.2021,Python Базовый,1
14661,,28.02.2021,Python Базовый,1
14663,11,28.02.2021,Python Базовый,0
14665,12,28.02.2021,Python Базовый,1
14668,14,21.02.2021,Веб-дизайн,1
14669,13,28.02.2021,Python Базовый,1
14670,13,21.02.2021,Python Базовый,1
14674,14,28.02.2021,Веб-дизайн,1
14680,13,28.02.2021,Python Базовый,1
14683,13,28.02.2021,Python Базовый,1
14688,14,28.02.2021,Python Базовый,0
14689,14,28.02.2021,Веб-дизайн,1
14694,15,21.02.2021,Веб-дизайн,0
14696,16,21.02.2021,Веб-дизайн,0
14709,12,21.02.2021,Веб-дизайн,1
14711,14,21.02.2021,Python Базовый,1
14712,14,21.02.2021,Python Базовый,1
14714,11,21.02.2021,Python Базовый,1
14715,13,28.02.2021,Python Базовый,1
14719,13,28.02.2021,Веб-дизайн,0
14720,14,14.03.2021,Unity,1
14725,14,21.02.2021,Python Базовый,1
14726,12,21.02.2021,Python Базовый,1
14727,15,28.02.2021,Python Базовый,1
14729,16,21.02.2021,Веб-дизайн,1
14738,11,21.03.2021,Python Базовый,1
14739,12,28.02.2021,Python Базовый,1
14740,12,28.02.2021,Python Базовый,1
14741,,21.02.2021,Веб-дизайн,1
14743,14,28.02.2021,Python Базовый,1
14744,15,28.02.2021,Python Базовый,1
14745,13,28.02.2021,Python Базовый,0
14747,13,28.02.2021,Python Базовый,1
14748,13,28.02.2021,Python Базовый,1
14750,14,28.02.2021,Python Базовый,1
14752,12,28.02.2021,Python Базовый,0
14753,13,28.02.2021,Python Базовый,1
14754,,28.02.2021,Python Базовый,0
14761,10,28.02.2021,Python Базовый,1
14762,14,28.02.2021,Веб-дизайн,0
14766,13,28.02.2021,Python Базовый,1
14767,13,21.02.2021,Веб-дизайн,0
14769,13,28.02.2021,Python Базовый,1
14770,14,28.02.2021,Python Базовый,1
14771,12,28.02.2021,Python Базовый,1
14772,12,28.02.2021,Python Базовый,1
14774,12,14.03.2021,Веб-дизайн,0
14781,,28.02.2021,Python Базовый,0
14782,12,28.02.2021,Python Базовый,1
14790,,14.03.2021,Unity,1
14792,15,28.02.2021,Python Базовый,0
14794,13,28.02.2021,Веб-дизайн,1
14796,15,28.02.2021,Python Базовый,0
14805,14,28.02.2021,Python Базовый,1
14817,,14.03.2021,Python Базовый,1
14818,12,28.02.2021,Python Базовый,1
14820,13,28.02.2021,Python Базовый,1
14821,13,28.02.2021,Веб-дизайн,1
14824,,28.02.2021,Python Базовый,0
14827,14,28.02.2021,Python Базовый,1
14832,12,28.02.2021,Python Базовый,0
14833,16,28.02.2021,Python Базовый,1
14838,14,28.02.2021,Веб-дизайн,0
14839,11,28.02.2021,Python Базовый,1
14852,14,28.02.2021,Python Базовый,1
14853,11,28.02.2021,Python Базовый,1
14855,13,28.02.2021,Веб-дизайн,1
14856,11,28.02.2021,Python Базовый,1
14857,11,28.02.2021,Python Базовый,1
14859,12,28.02.2021,Python Базовый,0
14861,12,28.02.2021,Python Базовый,1
14865,16,28.02.2021,Python Базовый,1
14868,16,28.02.2021,Python Базовый,0
14870,,28.02.2021,Python Базовый,1
14872,13,28.02.2021,Python Базовый,0
14873,13,28.02.2021,Python Базовый,1
14876,12,28.02.2021,Python Базовый,0
14878,11,28.02.2021,Python Базовый,0
14881,12,28.02.2021,Python Базовый,1
14885,14,14.03.2021,Python Базовый,0
14894,12,28.02.2021,Python Базовый,1
14896,12,28.02.2021,Python Базовый,0
14920,13,28.02.2021,Веб-дизайн,1
14932,12,28.02.2021,Python Базовый,1
14942,,28.02.2021,Python Базовый,0
14943,14,28.02.2021,Python Базовый,0
14946,12,28.02.2021,Python Базовый,1
14947,13,28.02.2021,Веб-дизайн,0
14948,11,28.02.2021,Python Базовый,1
14949,11,28.02.2021,Python Базовый,0
14957,11,28.02.2021,Python Базовый,1
14962,12,28.02.2021,Python Базовый,1
14963,,28.02.2021,Python Базовый,1
14967,,28.02.2021,Python Базовый,1
14971,15,28.03.2021,Unity,0
14972,13,28.02.2021,Python Базовый,1
14976,15,28.03.2021,Unity,0
14984,15,28.02.2021,Веб-дизайн,0
14988,,28.02.2021,Python Базовый,0
14995,16,28.02.2021,Python Базовый,0
15006,12,21.03.2021,Python Базовый,0
15007,11,28.02.2021,Python Базовый,1
15012,13,28.02.2021,Python Базовый,0
15013,14,14.03.2021,Unity,1
15014,14,21.03.2021,Веб-дизайн,0
15026,12,28.02.2021,Веб-дизайн,0
15032,13,28.02.2021,Веб-дизайн,1
15043,15,28.02.2021,Веб-дизайн,1
15046,12,14.03.2021,Python Базовый,1
15073,14,14.03.2021,Unity,1
15077,15,28.02.2021,Веб-дизайн,1
15084,11,14.03.2021,Python Базовый,1
15089,14,28.02.2021,Веб-дизайн,1
15091,14,14.03.2021,Unity,1
15120,15,14.03.2021,Unity,1
15151,13,14.03.2021,Python Базовый,1
15166,13,28.02.2021,Веб-дизайн,1
15168,14,21.02.2021,Веб-дизайн,1
15170,11,28.02.2021,Python Базовый,1
15173,14,14.03.2021,Unity,1
15181,12,28.02.2021,Веб-дизайн,1
15182,,21.02.2021,Unity,1
15185,,28.02.2021,Python Базовый,1
15186,14,14.03.2021,Unity,1
15193,11,28.02.2021,Python Базовый,0
15195,15,28.02.2021,Python Базовый,1
15196,13,28.02.2021,Python Базовый,1
15198,13,14.03.2021,Unity,1
15202,12,28.02.2021,Python Базовый,1
15223,11,28.02.2021,Веб-дизайн,1
15235,11,28.02.2021,Python Базовый,1
15239,13,28.02.2021,Python Базовый,1
15240,16,28.02.2021,Веб-дизайн,1
15250,13,28.02.2021,Python Базовый,1
15251,15,21.03.2021,Unity,0
15254,12,28.02.2021,Python Базовый,0
15259,12,21.02.2021,Python Базовый,1
15260,13,28.02.2021,Python Базовый,1
15270,13,28.02.2021,Python Базовый,1
15273,13,28.02.2021,Python Базовый,1
15274,16,28.02.2021,Веб-дизайн,1
15283,14,28.02.2021,Python Базовый,0
15285,11,28.02.2021,Python Базовый,1
15286,15,28.02.2021,Python Базовый,1
15287,14,28.02.2021,Веб-дизайн,0
15294,13,28.02.2021,Python Базовый,1
15298,14,28.02.2021,Python Базовый,1
15299,,28.02.2021,Веб-дизайн,1
15300,14,28.02.2021,Python Базовый,1
15307,,28.02.2021,Unity,1
15311,10,28.02.2021,Python Базовый,1
15312,17,21.03.2021,Unity,0
15319,12,28.02.2021,Python Базовый,1
15323,14,14.03.2021,Unity,1
15331,12,21.02.2021,Python Базовый,1
15335,14,28.02.2021,Python Базовый,0
15341,13,28.02.2021,Веб-дизайн,1
15346,13,14.03.2021,Веб-дизайн,1
15347,14,14.03.2021,Веб-дизайн,1
15361,12,21.03.2021,Python Базовый,0
15362,13,28.02.2021,Веб-дизайн,0
15366,14,28.02.2021,Python Базовый,1
15368,13,28.02.2021,Python Базовый,1
15369,15,28.02.2021,Python Базовый,1
15372,12,28.02.2021,Веб-дизайн,1
15375,11,28.02.2021,Python Базовый,0
15388,15,28.02.2021,Веб-дизайн,1
15396,10,28.02.2021,Python Базовый,1
15397,13,28.02.2021,Python Базовый,1
15404,14,21.02.2021,Веб-дизайн,1
15408,16,28.02.2021,Веб-дизайн,1
15414,12,28.02.2021,Python Базовый,0
15421,15,28.02.2021,Python Базовый,1
15425,,14.03.2021,Unity,1
15427,12,28.02.2021,Python Базовый,1
15433,13,28.02.2021,Python Базовый,1
15435,17,28.02.2021,Веб-дизайн,1
15436,14,28.02.2021,Python Базовый,0
15451,13,28.02.2021,Python Базовый,0
15456,13,28.03.2021,Веб-дизайн,1
15464,14,14.03.2021,Python Базовый,1
15465,14,14.03.2021,Python Базовый,1
15469,15,28.02.2021,Python Базовый,0
15470,15,28.02.2021,Python Базовый,1
15480,16,21.02.2021,Веб-дизайн,0
15483,12,28.02.2021,Python Базовый,1
15488,14,28.02.2021,Python Базовый,0
15491,14,28.02.2021,Python Базовый,1
15493,13,28.02.2021,Python Базовый,1
15499,12,28.02.2021,Веб-дизайн,0
15501,14,28.02.2021,Веб-дизайн,1
15502,12,21.02.2021,Python Базовый,1
15504,14,28.02.2021,Python Базовый,0
15513,15,28.02.2021,Python Базовый,1
15522,13,14.03.2021,Unity,1
15523,15,28.02.2021,Python Базовый,1
15524,13,21.02.2021,Веб-дизайн,1
15529,13,28.02.2021,Веб-дизайн,0
15531,12,14.03.2021,Веб-дизайн,1
15533,13,28.02.2021,Python Базовый,0
15536,13,28.02.2021,Python Базовый,0
15538,16,14.03.2021,Python Базовый,0
15558,12,28.02.2021,Веб-дизайн,1
15576,14,14.03.2021,Python Базовый,1
15601,11,21.02.2021,Python Базовый,1
15607,11,14.03.2021,Python Базовый,1
15624,12,14.03.2021,Python Базовый,1
15627,13,14.03.2021,Веб-дизайн,1
15637,15,28.02.2021,Веб-дизайн,1
15653,16,28.03.2021,Python Базовый,0
15655,14,21.03.2021,Unity,0
15673,12,28.02.2021,Веб-дизайн,1
15678,15,14.03.2021,Веб-дизайн,1
15680,16,28.02.2021,Веб-дизайн,0
15683,14,28.02.2021,Веб-дизайн,0
15696,11,14.03.2021,Python Базовый,1
15699,12,14.03.2021,Python Базовый,1
15703,15,14.03.2021,Веб-дизайн,1
15705,14,14.03.2021,Python Базовый,1
15724,17,21.03.2021,Unity,0
15735,12,28.03.2021,Python Базовый,0
15753,12,14.03.2021,Python Базовый,1
15775,15,14.03.2021,Веб-дизайн,1
15776,13,14.03.2021,Python Базовый,1
15777,13,14.03.2021,Python Базовый,1
15780,17,21.03.2021,Unity,0
15783,11,14.03.2021,Python Базовый,1
15791,14,14.03.2021,Python Базовый,1
15792,14,14.03.2021,Python Базовый,1
15805,19,21.03.2021,Веб-дизайн,0
15817,14,14.03.2021,Python Базовый,1
15824,12,14.03.2021,Python Базовый,1
15825,15,14.03.2021,Unity,1
15829,15,21.03.2021,Веб-дизайн,0
15841,14,14.03.2021,Python Базовый,1
15850,16,14.03.2021,Python Базовый,1
15851,16,14.03.2021,Python Базовый,1
15857,13,21.03.2021,Python Базовый,0
15860,13,14.03.2021,Веб-дизайн,1
15867,13,14.03.2021,Python Базовый,1
15868,13,14.03.2021,Python Базовый,1
15870,15,14.03.2021,Веб-дизайн,1
15872,13,21.03.2021,Unity,0
15873,12,28.02.2021,Python Базовый,1
15881,12,14.03.2021,Python Базовый,1
15882,13,14.03.2021,Python Базовый,1
15887,14,28.02.2021,Веб-дизайн,1
15888,12,14.03.2021,Python Базовый,1
15889,,14.03.2021,Веб-дизайн,1
15895,14,21.03.2021,Unity,0
15897,16,21.03.2021,Unity,0
15906,12,14.03.2021,Python Базовый,1
15919,13,14.03.2021,Веб-дизайн,1
15922,12,28.02.2021,Python Базовый,0
15923,15,28.02.2021,Python Базовый,1
15934,14,21.03.2021,Unity,0
15936,12,28.02.2021,Python Базовый,1
15942,,14.03.2021,Python Базовый,1
15947,13,14.03.2021,Python Базовый,1
15948,10,21.03.2021,Python Базовый,0
15949,15,14.03.2021,Unity,1
15976,15,14.03.2021,Python Базовый,1
15977,15,14.03.2021,Python Базовый,1
15981,13,14.03.2021,Python Базовый,1
15994,15,14.03.2021,Unity,1
16007,14,28.02.2021,Python Базовый,1
16010,17,21.03.2021,Unity,0
16019,14,21.03.2021,Веб-дизайн,0
16020,14,28.03.2021,Python Базовый,0
16027,12,14.03.2021,Python Базовый,1
16029,13,21.03.2021,Веб-дизайн,0
16037,14,21.03.2021,Веб-дизайн,0
16038,12,21.03.2021,Python Базовый,0
16050,14,21.03.2021,Unity,0
16063,13,14.03.2021,Python Базовый,1
16065,12,14.03.2021,Python Базовый,1
16066,12,14.03.2021,Python Базовый,1
16077,12,14.03.2021,Python Базовый,1
16080,15,14.03.2021,Python Базовый,1
16081,15,14.03.2021,Python Базовый,1
16088,,14.03.2021,Python Базовый,1
16089,,14.03.2021,Python Базовый,1
16094,13,14.03.2021,Python Базовый,1
16095,13,14.03.2021,Python Базовый,1
16097,15,28.02.2021,Python Базовый,1
16104,15,21.03.2021,Unity,0
16111,,21.03.2021,Python Базовый,0
16125,13,21.03.2021,Unity,0
16130,13,28.02.2021,Python Базовый,1
16140,11,14.03.2021,Python Базовый,1
16141,15,21.03.2021,Python Базовый,0
16143,14,28.02.2021,Python Базовый,1
16145,13,14.03.2021,Python Базовый,1
16149,14,21.03.2021,Python Базовый,0
16150,11,21.03.2021,Веб-дизайн,0
16155,15,21.03.2021,Unity,0
16156,13,21.03.2021,Python Базовый,0
16157,16,28.02.2021,Python Базовый,1
16164,13,21.03.2021,Python Базовый,0
16165,15,21.03.2021,Python Базовый,0
16170,,14.03.2021,Python Базовый,1
16173,15,21.03.2021,Веб-дизайн,0
16174,15,21.03.2021,Unity,0
16183,14,14.03.2021,Unity,1
16185,14,28.02.2021,Python Базовый,1
16186,16,14.03.2021,Веб-дизайн,1
16191,13,28.03.2021,Python Базовый,0
16192,12,21.03.2021,Python Базовый,0
16193,,21.03.2021,Python Базовый,0
16194,14,14.03.2021,Веб-дизайн,0
16195,12,21.03.2021,Python Базовый,0
16196,11,21.03.2021,Python Базовый,0
16202,,21.03.2021,Unity,0
16203,14,21.03.2021,Python Базовый,0
16209,12,14.03.2021,Веб-дизайн,0
16210,15,28.03.2021,Python Базовый,0
16214,13,14.03.2021,Python Базовый,1
16218,13,21.03.2021,Unity,0
16219,11,28.02.2021,Python Базовый,1
16221,12,21.03.2021,Python Базовый,0
16223,14,21.03.2021,Unity,0
16225,12,21.03.2021,Python Базовый,0
16226,13,14.03.2021,Python Базовый,1
16230,14,14.03.2021,Python Базовый,1
16238,12,14.03.2021,Python Базовый,1
16247,11,21.03.2021,Python Базовый,0
16248,12,21.03.2021,Python Базовый,0
16251,14,21.03.2021,Unity,0
16255,15,21.03.2021,Python Базовый,0
16259,,21.03.2021,Python Базовый,0
16262,14,21.03.2021,Unity,0
16266,14,14.03.2021,Python Базовый,1
16270,15,14.03.2021,Python Базовый,1
16278,12,21.03.2021,Python Базовый,0
16282,12,14.03.2021,Python Базовый,1
16284,15,28.03.2021,Python Базовый,0
16287,12,21.03.2021,Python Базовый,0
16295,15,21.03.2021,Веб-дизайн,0
16297,12,21.03.2021,Python Базовый,0
16300,11,21.03.2021,Python Базовый,0
16301,17,21.03.2021,Unity,0
16302,11,21.03.2021,Python Базовый,0
16303,12,14.03.2021,Python Базовый,1
16305,14,28.03.2021,Python Базовый,0
16307,12,21.03.2021,Python Базовый,0
16316,13,14.03.2021,Python Базовый,1
16317,13,21.03.2021,Python Базовый,0
16324,11,21.03.2021,Python Базовый,0
16331,15,21.03.2021,Python Базовый,0
16334,13,14.03.2021,Python Базовый,1
16345,14,21.03.2021,Unity,0
16354,13,14.03.2021,Python Базовый,1
16365,11,21.03.2021,Python Базовый,0
