id,age,Дата первого занятия,Курс,М2
16370,,21.03.2021,Веб-дизайн,0
16372,13,28.03.2021,Python Базовый,0
16379,,14.03.2021,Unity,1
16383,14,21.03.2021,Python Базовый,0
16387,13,21.03.2021,Веб-дизайн,0
16395,13,14.03.2021,Python Базовый,1
16396,14,14.03.2021,Python Базовый,1
16397,13,14.03.2021,Python Базовый,0
16407,13,21.03.2021,Python Базовый,0
16409,13,14.03.2021,Веб-дизайн,0
16410,13,14.03.2021,Веб-дизайн,1
16412,12,21.03.2021,Python Базовый,0
16415,14,21.03.2021,Unity,0
16421,14,21.03.2021,Unity,0
16423,15,21.03.2021,Веб-дизайн,0
16427,13,21.03.2021,Python Базовый,0
16436,15,21.03.2021,Веб-дизайн,0
16437,16,21.03.2021,Python Базовый,0
16440,13,14.03.2021,Веб-дизайн,1
16442,17,21.03.2021,Unity,0
16443,,21.03.2021,Python Базовый,0
16445,14,21.03.2021,Python Базовый,0
16450,15,21.03.2021,Python Базовый,0
16452,14,21.03.2021,Веб-дизайн,0
16456,12,21.03.2021,Python Базовый,0
16461,14,14.03.2021,Unity,1
16463,11,14.03.2021,Python Базовый,1
16466,12,21.03.2021,Веб-дизайн,0
16469,12,28.03.2021,Веб-дизайн,0
16470,,21.03.2021,Python Базовый,0
16472,11,21.03.2021,Python Базовый,0
16475,16,21.03.2021,Python Базовый,0
16479,15,21.03.2021,Python Базовый,0
16483,13,28.03.2021,Веб-дизайн,0
16484,13,28.03.2021,Веб-дизайн,0
16486,16,28.03.2021,Unity,0
16488,14,28.03.2021,Python Базовый,0
16490,14,14.03.2021,Python Базовый,1
16492,10,21.03.2021,Python Базовый,0
16493,12,21.03.2021,Python Базовый,0
16494,11,28.03.2021,Python Базовый,0
16496,13,14.03.2021,Python Базовый,1
16497,,21.03.2021,Python Базовый,0
16508,16,28.03.2021,Веб-дизайн,0
16513,14,14.03.2021,Веб-дизайн,1
16518,14,21.03.2021,Python Базовый,0
16523,15,21.03.2021,Веб-дизайн,0
16524,15,21.03.2021,Python Базовый,0
16525,13,21.03.2021,Python Базовый,0
16526,,14.03.2021,Python Базовый,1
16529,13,21.03.2021,Python Базовый,0
16536,13,21.03.2021,Unity,0
16538,17,14.03.2021,Веб-дизайн,1
16540,11,21.03.2021,Python Базовый,0
16541,12,21.03.2021,Python Базовый,0
16544,13,21.03.2021,Веб-дизайн,0
16545,13,21.03.2021,Python Базовый,0
16546,11,14.03.2021,Python Базовый,1
16550,14,21.03.2021,Unity,0
16553,14,21.03.2021,Unity,0
16555,14,21.03.2021,Python Базовый,0
16558,13,21.03.2021,Python Базовый,0
16559,,21.03.2021,Unity,0
16563,14,21.03.2021,Веб-дизайн,0
16572,14,14.03.2021,Веб-дизайн,0
16575,13,21.03.2021,Python Базовый,0
16578,11,21.03.2021,Python Базовый,0
16580,13,14.03.2021,Python Базовый,1
16581,11,14.03.2021,Веб-дизайн,1
16582,15,14.03.2021,Веб-дизайн,1
16585,15,21.03.2021,Python Базовый,0
16586,17,14.03.2021,Веб-дизайн,1
16596,13,21.03.2021,Unity,0
16597,15,14.03.2021,Python Базовый,1
16601,11,21.03.2021,Python Базовый,0
16605,13,14.03.2021,Веб-дизайн,1
16607,13,21.03.2021,Python Базовый,0
16609,13,21.03.2021,Python Базовый,0
16610,16,14.03.2021,Python Базовый,1
16612,13,21.03.2021,Python Базовый,0
16616,14,28.03.2021,Python Базовый,0
16629,14,21.03.2021,Python Базовый,0
16635,13,21.03.2021,Python Базовый,0
16636,13,21.03.2021,Python Базовый,0
16645,10,28.03.2021,Python Базовый,0
16647,18,14.03.2021,Веб-дизайн,1
16648,13,28.03.2021,Веб-дизайн,0
16650,14,28.03.2021,Веб-дизайн,0
16656,14,21.03.2021,Веб-дизайн,0
16657,11,21.03.2021,Python Базовый,0
16659,16,21.03.2021,Python Базовый,0
16662,12,21.03.2021,Python Базовый,0
16665,11,14.03.2021,Python Базовый,0
16667,16,14.03.2021,Веб-дизайн,0
16669,14,21.03.2021,Python Базовый,0
16673,,21.03.2021,Python Базовый,0
16674,13,28.03.2021,Веб-дизайн,0
16677,13,21.03.2021,Python Базовый,0
16678,14,28.03.2021,Веб-дизайн,0
16682,16,14.03.2021,Python Базовый,1
16683,14,21.03.2021,Python Базовый,0
16684,13,14.03.2021,Python Базовый,1
16685,14,28.03.2021,Unity,0
16688,,28.03.2021,Веб-дизайн,0
16689,15,14.03.2021,Веб-дизайн,0
16690,,21.03.2021,Python Базовый,0
16694,13,28.03.2021,Python Базовый,0
16695,12,21.03.2021,Python Базовый,0
16696,11,21.03.2021,Python Базовый,0
16700,14,21.03.2021,Веб-дизайн,0
16701,13,21.03.2021,Python Базовый,0
16702,13,21.03.2021,Веб-дизайн,0
16705,13,21.03.2021,Unity,0
16706,13,21.03.2021,Python Базовый,0
16707,12,14.03.2021,Python Базовый,1
16712,16,14.03.2021,Веб-дизайн,1
16713,10,21.03.2021,Python Базовый,0
16717,14,14.03.2021,Веб-дизайн,1
16718,13,21.03.2021,Python Базовый,0
16720,16,14.03.2021,Unity,1
16724,12,28.03.2021,Веб-дизайн,0
16726,11,21.03.2021,Python Базовый,0
16729,15,14.03.2021,Python Базовый,1
16733,13,21.03.2021,Python Базовый,0
16734,13,14.03.2021,Python Базовый,1
16739,15,28.03.2021,Веб-дизайн,0
16749,13,21.03.2021,Веб-дизайн,0
16755,10,21.03.2021,Python Базовый,0
16758,13,21.03.2021,Python Базовый,0
16760,12,21.03.2021,Python Базовый,0
16761,13,14.03.2021,Веб-дизайн,0
16762,,21.03.2021,Python Базовый,0
16763,13,21.03.2021,Веб-дизайн,0
16765,12,21.03.2021,Python Базовый,0
16767,10,21.03.2021,Python Базовый,0
16770,14,14.03.2021,Python Базовый,1
16771,13,28.03.2021,Веб-дизайн,0
16777,12,14.03.2021,Python Базовый,1
16779,16,21.03.2021,Веб-дизайн,0
16787,14,21.03.2021,Python Базовый,0
16789,11,21.03.2021,Python Базовый,0
16796,14,21.03.2021,Python Базовый,0
16798,12,28.03.2021,Python Базовый,0
16804,14,14.03.2021,Unity,1
16812,15,28.03.2021,Веб-дизайн,0
16813,14,14.03.2021,Python Базовый,1
16816,12,21.03.2021,Python Базовый,0
16819,13,21.03.2021,Python Базовый,0
16820,14,21.03.2021,Python Базовый,0
16823,11,14.03.2021,Python Базовый,1
16824,16,21.03.2021,Unity,0
16827,10,21.03.2021,Python Базовый,0
16831,14,21.03.2021,Unity,0
16838,,21.03.2021,Python Базовый,0
16839,,21.03.2021,Python Базовый,0
16842,13,28.03.2021,Python Базовый,0
16844,14,21.03.2021,Веб-дизайн,0
16845,14,14.03.2021,Python Базовый,1
16846,12,14.03.2021,Python Базовый,1
16852,15,14.03.2021,Веб-дизайн,1
16853,15,14.03.2021,Unity,1
16854,15,21.03.2021,Веб-дизайн,0
16856,13,21.03.2021,Python Базовый,0
16870,13,14.03.2021,Python Базовый,1
16871,12,21.03.2021,Python Базовый,0
16882,12,28.03.2021,Unity,0
16883,12,21.03.2021,Python Базовый,0
16885,13,21.03.2021,Python Базовый,0
16889,12,14.03.2021,Python Базовый,0
16890,14,21.03.2021,Unity,0
16895,,14.03.2021,Python Базовый,1
16901,12,28.03.2021,Python Базовый,0
16902,16,28.03.2021,Веб-дизайн,0
16909,,14.03.2021,Python Базовый,1
16913,16,21.03.2021,Веб-дизайн,0
16914,17,14.03.2021,Веб-дизайн,1
16915,13,21.03.2021,Python Базовый,0
16922,14,21.03.2021,Python Базовый,0
16923,14,14.03.2021,Веб-дизайн,0
16928,13,21.03.2021,Веб-дизайн,0
16929,12,14.03.2021,Python Базовый,1
16933,13,14.03.2021,Python Базовый,1
16936,12,14.03.2021,Python Базовый,1
16943,12,14.03.2021,Python Базовый,1
16944,16,21.03.2021,Python Базовый,0
16947,11,21.03.2021,Python Базовый,0
16948,12,14.03.2021,Python Базовый,1
16955,12,14.03.2021,Python Базовый,1
16958,13,21.03.2021,Python Базовый,0
16963,,14.03.2021,Python Базовый,1
16966,12,21.03.2021,Python Базовый,0
16969,9,14.03.2021,Python Базовый,1
16970,12,21.03.2021,Python Базовый,0
16971,12,21.03.2021,Python Базовый,0
16976,12,14.03.2021,Веб-дизайн,1
16980,12,21.03.2021,Python Базовый,0
16987,15,21.03.2021,Веб-дизайн,0
16989,16,14.03.2021,Веб-дизайн,1
16991,16,28.03.2021,Python Базовый,0
16998,12,21.03.2021,Python Базовый,0
17013,14,21.03.2021,Unity,0
17014,11,21.03.2021,Python Базовый,0
17016,16,14.03.2021,Python Базовый,1
17020,12,28.03.2021,Python Базовый,0
17025,11,28.03.2021,Python Базовый,0
17030,15,21.03.2021,Веб-дизайн,0
17034,,14.03.2021,Python Базовый,1
17038,13,14.03.2021,Python Базовый,1
17040,11,14.03.2021,Python Базовый,1
17041,14,14.03.2021,Unity,1
17045,14,14.03.2021,Веб-дизайн,0
17047,14,14.03.2021,Unity,1
17049,12,28.03.2021,Python Базовый,0
17050,15,14.03.2021,Python Базовый,1
17051,14,14.03.2021,Python Базовый,1
17062,13,14.03.2021,Python Базовый,1
17071,11,21.03.2021,Python Базовый,0
17074,14,21.03.2021,Unity,0
17075,10,28.03.2021,Python Базовый,0
17085,,21.03.2021,Python Базовый,0
17086,11,14.03.2021,Python Базовый,1
17087,11,14.03.2021,Python Базовый,1
17096,12,14.03.2021,Python Базовый,0
17097,14,21.03.2021,Веб-дизайн,0
17104,13,14.03.2021,Python Базовый,0
17106,18,21.03.2021,Unity,0
17118,14,28.03.2021,Python Базовый,0
17119,12,14.03.2021,Веб-дизайн,1
17125,12,14.03.2021,Python Базовый,1
17126,14,14.03.2021,Python Базовый,1
17132,14,21.03.2021,Python Базовый,0
17133,13,14.03.2021,Python Базовый,1
17137,13,14.03.2021,Unity,0
17138,11,14.03.2021,Python Базовый,1
17139,13,21.03.2021,Python Базовый,0
17140,9,14.03.2021,Python Базовый,1
17141,12,14.03.2021,Python Базовый,1
17142,12,21.03.2021,Python Базовый,0
17147,12,21.03.2021,Веб-дизайн,0
17153,12,28.03.2021,Python Базовый,0
17161,12,28.03.2021,Python Базовый,0
17173,14,21.03.2021,Unity,0
17174,12,28.03.2021,Python Базовый,0
17180,12,21.03.2021,Python Базовый,0
17188,13,21.03.2021,Python Базовый,0
17192,,14.03.2021,Unity,0
17197,14,14.03.2021,Python Базовый,1
17210,,14.03.2021,Python Базовый,0
17211,13,14.03.2021,Python Базовый,1
17222,14,14.03.2021,Python Базовый,1
17224,13,21.03.2021,Python Базовый,0
17238,10,14.03.2021,Python Базовый,0
17239,12,21.03.2021,Python Базовый,0
17243,12,21.03.2021,Python Базовый,0
17244,13,14.03.2021,Python Базовый,1
17245,15,21.03.2021,Python Базовый,0
17253,11,14.03.2021,Python Базовый,1
17258,12,14.03.2021,Python Базовый,1
17261,15,14.03.2021,Python Базовый,1
17262,10,14.03.2021,Python Базовый,1
17266,11,14.03.2021,Python Базовый,0
17267,10,28.03.2021,Python Базовый,0
17268,15,28.03.2021,Python Базовый,0
17269,15,21.03.2021,Unity,0
17270,12,21.03.2021,Python Базовый,0
17271,14,28.03.2021,Веб-дизайн,0
17276,10,14.03.2021,Python Базовый,1
17277,15,21.03.2021,Python Базовый,0
17292,,28.03.2021,Python Базовый,0
17298,13,14.03.2021,Python Базовый,1
17299,13,21.03.2021,Веб-дизайн,0
17300,11,21.03.2021,Python Базовый,0
17303,12,21.03.2021,Python Базовый,0
17309,14,21.03.2021,Веб-дизайн,0
17316,12,14.03.2021,Веб-дизайн,1
17318,15,21.03.2021,Веб-дизайн,0
17326,12,21.03.2021,Python Базовый,0
17333,14,14.03.2021,Unity,1
17334,15,21.03.2021,Python Базовый,0
17335,11,21.03.2021,Python Базовый,0
17336,,14.03.2021,Веб-дизайн,1
17337,13,28.03.2021,Веб-дизайн,0
17338,,21.03.2021,Python Базовый,0
17342,11,14.03.2021,Python Базовый,1
17349,12,28.03.2021,Веб-дизайн,0
17350,11,14.03.2021,Python Базовый,1
17364,11,14.03.2021,Python Базовый,1
17366,12,21.03.2021,Python Базовый,0
17369,10,14.03.2021,Python Базовый,1
17375,13,28.03.2021,Unity,0
17377,14,14.03.2021,Python Базовый,1
17378,15,21.03.2021,Веб-дизайн,0
17380,15,21.03.2021,Веб-дизайн,0
17382,12,21.03.2021,Python Базовый,0
17385,11,21.03.2021,Python Базовый,0
17386,13,14.03.2021,Веб-дизайн,1
17394,15,21.03.2021,Веб-дизайн,0
17395,13,14.03.2021,Веб-дизайн,1
17396,12,14.03.2021,Python Базовый,1
17397,15,14.03.2021,Unity,1
17415,13,21.03.2021,Веб-дизайн,0
17419,13,21.03.2021,Python Базовый,0
17422,14,21.03.2021,Веб-дизайн,0
17425,14,21.03.2021,Веб-дизайн,0
17427,13,21.03.2021,Python Базовый,0
17431,16,21.03.2021,Python Базовый,0
17432,15,21.03.2021,Python Базовый,0
17434,14,21.03.2021,Python Базовый,0
17436,16,21.03.2021,Python Базовый,0
17441,13,14.03.2021,Python Базовый,1
17446,15,28.03.2021,Python Базовый,0
17447,11,21.03.2021,Python Базовый,0
17448,14,21.03.2021,Веб-дизайн,0
17451,16,21.03.2021,Python Базовый,0
17452,14,14.03.2021,Python Базовый,1
17455,,28.03.2021,Unity,0
17456,9,14.03.2021,Веб-дизайн,0
17457,13,21.03.2021,Python Базовый,0
17460,12,28.03.2021,Веб-дизайн,0
17465,,21.03.2021,Веб-дизайн,0
17469,15,28.03.2021,Веб-дизайн,0
17471,13,21.03.2021,Веб-дизайн,0
17473,14,14.03.2021,Веб-дизайн,1
17476,14,21.03.2021,Python Базовый,0
17478,15,21.03.2021,Python Базовый,0
17479,14,28.03.2021,Веб-дизайн,0
17480,10,21.03.2021,Unity,0
17481,14,28.03.2021,Веб-дизайн,0
17482,14,28.03.2021,Веб-дизайн,0
17485,15,21.03.2021,Python Базовый,0
17496,11,21.03.2021,Python Базовый,0
17497,9,14.03.2021,Python Базовый,1
17501,17,14.03.2021,Веб-дизайн,1
17503,15,21.03.2021,Python Базовый,0
17507,14,28.03.2021,Python Базовый,0
17508,16,14.03.2021,Python Базовый,1
17509,14,14.03.2021,Python Базовый,1
17510,16,14.03.2021,Веб-дизайн,1
17511,13,14.03.2021,Python Базовый,1
17513,15,14.03.2021,Веб-дизайн,1
17514,12,14.03.2021,Python Базовый,1
17523,12,14.03.2021,Python Базовый,1
17526,11,21.03.2021,Python Базовый,0
17529,14,21.03.2021,Python Базовый,0
17535,14,21.03.2021,Python Базовый,0
17536,13,21.03.2021,Python Базовый,0
17540,12,21.03.2021,Python Базовый,0
17541,14,21.03.2021,Python Базовый,0
17546,13,28.03.2021,Python Базовый,0
17547,14,21.03.2021,Python Базовый,0
17548,,21.03.2021,Python Базовый,0
17554,12,21.03.2021,Python Базовый,0
17559,13,21.03.2021,Python Базовый,0
17560,12,21.03.2021,Python Базовый,0
17561,13,21.03.2021,Python Базовый,0
17564,,21.03.2021,Python Базовый,0
17571,12,21.03.2021,Python Базовый,0
17572,12,21.03.2021,Python Базовый,0
17575,12,21.03.2021,Python Базовый,0
17578,11,21.03.2021,Python Базовый,0
17579,14,28.03.2021,Unity,0
17581,15,21.03.2021,Веб-дизайн,0
17587,13,21.03.2021,Python Базовый,0
17590,13,28.03.2021,Unity,0
17594,16,28.03.2021,Веб-дизайн,0
17595,12,21.03.2021,Python Базовый,0
17597,12,21.03.2021,Python Базовый,0
17598,14,21.03.2021,Python Базовый,0
17600,,28.03.2021,Python Базовый,0
17602,,21.03.2021,Python Базовый,0
17603,12,21.03.2021,Python Базовый,0
17604,11,21.03.2021,Python Базовый,0
17605,13,21.03.2021,Python Базовый,0
17613,12,28.03.2021,Python Базовый,0
17615,11,28.03.2021,Python Базовый,0
17616,14,28.03.2021,Python Базовый,0
17619,14,28.03.2021,Веб-дизайн,0
17623,16,28.03.2021,Python Базовый,0
17624,14,21.03.2021,Веб-дизайн,0
17627,9,21.03.2021,Python Базовый,0
17630,12,21.03.2021,Python Базовый,0
17635,13,21.03.2021,Python Базовый,0
17641,11,14.03.2021,Python Базовый,1
17644,12,21.03.2021,Python Базовый,0
17654,11,21.03.2021,Python Базовый,0
17658,13,21.03.2021,Python Базовый,0
17659,14,21.03.2021,Python Базовый,0
17661,11,21.03.2021,Python Базовый,0
17663,12,21.03.2021,Python Базовый,0
17664,,21.03.2021,Python Базовый,0
17665,16,28.03.2021,Unity,0
17669,16,21.03.2021,Веб-дизайн,0
17670,12,28.03.2021,Python Базовый,0
17671,13,21.03.2021,Unity,0
17679,17,21.03.2021,Python Базовый,0
17685,,21.03.2021,Python Базовый,0
17692,12,21.03.2021,Python Базовый,0
17694,12,21.03.2021,Python Базовый,0
17697,15,21.03.2021,Python Базовый,0
17698,16,21.03.2021,Python Базовый,0
17702,16,14.03.2021,Веб-дизайн,0
17704,11,21.03.2021,Python Базовый,0
17707,13,28.03.2021,Веб-дизайн,0
17710,13,14.03.2021,Веб-дизайн,1
17720,11,21.03.2021,Python Базовый,0
17725,11,21.03.2021,Python Базовый,0
17729,12,21.03.2021,Python Базовый,0
17730,13,21.03.2021,Python Базовый,0
17731,15,21.03.2021,Python Базовый,0
17736,12,21.03.2021,Python Базовый,0
17738,14,14.03.2021,Веб-дизайн,1
17741,10,21.03.2021,Python Базовый,0
17742,10,28.03.2021,Python Базовый,0
17743,14,14.03.2021,Веб-дизайн,1
17744,12,14.03.2021,Веб-дизайн,0
17746,13,21.03.2021,Python Базовый,0
17749,14,21.03.2021,Python Базовый,0
17752,14,21.03.2021,Python Базовый,0
17756,12,21.03.2021,Python Базовый,0
17759,12,21.03.2021,Python Базовый,0
17765,15,28.03.2021,Python Базовый,0
17766,13,28.03.2021,Python Базовый,0
17767,13,28.03.2021,Python Базовый,0
17768,12,28.03.2021,Python Базовый,0
17774,13,21.03.2021,Python Базовый,0
17783,12,28.03.2021,Python Базовый,0
17787,,21.03.2021,Python Базовый,0
17790,15,21.03.2021,Python Базовый,0
17792,12,21.03.2021,Python Базовый,0
17794,15,28.03.2021,Unity,0
17802,11,21.03.2021,Python Базовый,0
17807,,28.03.2021,Python Базовый,0
17809,,21.03.2021,Python Базовый,0
17811,11,21.03.2021,Python Базовый,0
17812,14,28.03.2021,Веб-дизайн,0
17813,12,21.03.2021,Python Базовый,0
17819,14,28.03.2021,Python Базовый,0
17827,15,21.03.2021,Python Базовый,0
17830,12,21.03.2021,Python Базовый,0
17833,14,14.03.2021,Веб-дизайн,1
17835,11,21.03.2021,Python Базовый,0
17836,10,21.03.2021,Python Базовый,0
17840,10,21.03.2021,Python Базовый,0
17844,13,28.03.2021,Python Базовый,0
17847,11,21.03.2021,Python Базовый,0
17848,11,21.03.2021,Python Базовый,0
17849,12,28.03.2021,Python Базовый,0
17853,15,21.03.2021,Python Базовый,0
17854,14,21.03.2021,Python Базовый,0
17858,13,21.03.2021,Unity,0
17859,11,21.03.2021,Python Базовый,0
17867,11,21.03.2021,Python Базовый,0
17871,15,21.03.2021,Python Базовый,0
17874,14,14.03.2021,Веб-дизайн,1
17876,13,21.03.2021,Python Базовый,0
17879,14,21.03.2021,Веб-дизайн,0
17881,12,21.03.2021,Python Базовый,0
17885,15,21.03.2021,Веб-дизайн,0
17887,13,28.03.2021,Веб-дизайн,0
17889,13,21.03.2021,Python Базовый,0
17891,17,28.03.2021,Unity,0
17894,,14.03.2021,Веб-дизайн,1
17898,13,28.03.2021,Python Базовый,0
17902,13,21.03.2021,Python Базовый,0
17903,12,21.03.2021,Python Базовый,0
17909,13,28.03.2021,Веб-дизайн,0
17910,13,28.03.2021,Python Базовый,0
17912,14,28.03.2021,Веб-дизайн,0
17915,11,21.03.2021,Python Базовый,0
17918,11,28.03.2021,Python Базовый,0
17919,12,21.03.2021,Python Базовый,0
17921,11,28.03.2021,Веб-дизайн,0
17923,15,28.03.2021,Python Базовый,0
17927,14,28.03.2021,Python Базовый,0
17928,12,21.03.2021,Python Базовый,0
17929,11,21.03.2021,Python Базовый,0
17930,13,14.03.2021,Python Базовый,1
17931,11,28.03.2021,Python Базовый,0
17933,14,21.03.2021,Python Базовый,0
17934,14,14.03.2021,Python Базовый,1
17936,14,28.03.2021,Python Базовый,0
17938,12,28.03.2021,Python Базовый,0
17940,,21.03.2021,Python Базовый,0
17943,13,21.03.2021,Python Базовый,0
17945,,21.03.2021,Python Базовый,0
17950,12,21.03.2021,Python Базовый,0
17952,12,21.03.2021,Python Базовый,0
17957,14,28.03.2021,Python Базовый,0
17961,,28.03.2021,Python Базовый,0
17966,12,21.03.2021,Python Базовый,0
17967,13,28.03.2021,Python Базовый,0
17968,13,21.03.2021,Python Базовый,0
17969,14,21.03.2021,Веб-дизайн,0
17974,12,28.03.2021,Python Базовый,0
17983,13,28.03.2021,Python Базовый,0
17986,13,28.03.2021,Unity,0
17989,15,28.03.2021,Python Базовый,0
17990,14,28.03.2021,Веб-дизайн,0
17992,13,28.03.2021,Python Базовый,0
17993,12,28.03.2021,Python Базовый,0
17994,16,21.03.2021,Python Базовый,0
18006,11,21.03.2021,Python Базовый,0
18007,11,21.03.2021,Python Базовый,0
18013,15,28.03.2021,Unity,0
18014,14,28.03.2021,Unity,0
18019,12,28.03.2021,Python Базовый,0
18021,13,21.03.2021,Веб-дизайн,0
18028,13,28.03.2021,Python Базовый,0
18029,14,21.03.2021,Python Базовый,0
18039,17,14.03.2021,Веб-дизайн,1
18040,13,28.03.2021,Unity,0
18041,12,28.03.2021,Python Базовый,0
18043,11,28.03.2021,Python Базовый,0
18044,11,28.03.2021,Python Базовый,0
18047,12,28.03.2021,Python Базовый,0
18049,14,28.03.2021,Python Базовый,0
18051,14,21.03.2021,Python Базовый,0
18052,13,21.03.2021,Python Базовый,0
18053,13,14.03.2021,Python Базовый,1
18054,,21.03.2021,Python Базовый,0
18055,12,28.03.2021,Python Базовый,0
18060,14,28.03.2021,Веб-дизайн,0
18063,16,21.03.2021,Веб-дизайн,0
18071,14,28.03.2021,Python Базовый,0
18072,15,21.03.2021,Python Базовый,0
18073,12,28.03.2021,Python Базовый,0
18075,10,14.03.2021,Python Базовый,1
18081,12,28.03.2021,Python Базовый,0
18082,12,21.03.2021,Python Базовый,0
18088,13,28.03.2021,Python Базовый,0
18095,12,28.03.2021,Python Базовый,0
18104,12,28.03.2021,Python Базовый,0
18105,16,28.03.2021,Python Базовый,0
18107,13,28.03.2021,Python Базовый,0
18112,12,28.03.2021,Python Базовый,0
18114,15,21.03.2021,Веб-дизайн,0
18117,13,21.03.2021,Python Базовый,0
18118,12,28.03.2021,Python Базовый,0
18120,13,28.03.2021,Python Базовый,0
18125,14,28.03.2021,Python Базовый,0
18128,15,28.03.2021,Python Базовый,0
18129,14,28.03.2021,Python Базовый,0
18132,11,28.03.2021,Python Базовый,0
18136,13,28.03.2021,Python Базовый,0
18142,14,21.03.2021,Python Базовый,0
18148,16,28.03.2021,Python Базовый,0
18149,13,21.03.2021,Python Базовый,0
18150,15,21.03.2021,Python Базовый,0
18151,11,28.03.2021,Python Базовый,0
18152,10,28.03.2021,Python Базовый,0
18153,11,28.03.2021,Python Базовый,0
18156,12,28.03.2021,Python Базовый,0
18163,10,28.03.2021,Python Базовый,0
18174,15,21.03.2021,Unity,0
18176,16,21.03.2021,Веб-дизайн,0
18177,13,28.03.2021,Python Базовый,0
18180,12,28.03.2021,Python Базовый,0
18182,12,28.03.2021,Python Базовый,0
18184,16,28.03.2021,Python Базовый,0
18187,13,21.03.2021,Веб-дизайн,0
18190,13,28.03.2021,Unity,0
18191,14,28.03.2021,Веб-дизайн,0
18198,10,28.03.2021,Python Базовый,0
18208,13,28.03.2021,Unity,0
18209,10,21.03.2021,Python Базовый,0
18218,12,28.03.2021,Python Базовый,0
18220,15,28.03.2021,Python Базовый,0
18224,9,28.03.2021,Python Базовый,0
18226,13,28.03.2021,Веб-дизайн,0
18227,11,21.03.2021,Python Базовый,0
18231,12,28.03.2021,Python Базовый,0
18234,15,21.03.2021,Веб-дизайн,0
18237,12,28.03.2021,Python Базовый,0
18238,13,28.03.2021,Unity,0
18240,16,28.03.2021,Веб-дизайн,0
18242,14,28.03.2021,Python Базовый,0
18245,13,28.03.2021,Python Базовый,0
18246,13,28.03.2021,Python Базовый,0
18247,11,28.03.2021,Python Базовый,0
18252,14,28.03.2021,Python Базовый,0
18254,14,21.03.2021,Python Базовый,0
18256,15,28.03.2021,Веб-дизайн,0
18261,12,28.03.2021,Python Базовый,0
18265,12,21.03.2021,Unity,0
18268,8,21.03.2021,Python Базовый,0
18270,15,28.03.2021,Веб-дизайн,0
18271,12,28.03.2021,Python Базовый,0
18275,16,28.03.2021,Python Базовый,0
18276,13,28.03.2021,Python Базовый,0
18279,12,14.03.2021,Unity,1
18280,15,28.03.2021,Unity,0
18284,14,28.03.2021,Python Базовый,0
18286,14,21.03.2021,Веб-дизайн,0
18288,13,28.03.2021,Unity,0
18289,11,28.03.2021,Python Базовый,0
18291,15,21.03.2021,Веб-дизайн,0
18294,12,28.03.2021,Веб-дизайн,0
18305,10,28.03.2021,Python Базовый,0
18307,13,28.03.2021,Python Базовый,0
18309,13,28.03.2021,Python Базовый,0
18310,12,28.03.2021,Python Базовый,0
18315,12,21.03.2021,Веб-дизайн,0
18317,14,21.03.2021,Python Базовый,0
18321,13,28.03.2021,Python Базовый,0
18323,12,28.03.2021,Python Базовый,0
18326,14,21.03.2021,Python Базовый,0
18328,16,28.03.2021,Python Базовый,0
18331,11,28.03.2021,Python Базовый,0
18335,14,28.03.2021,Веб-дизайн,0
18336,16,28.03.2021,Веб-дизайн,0
18338,14,28.03.2021,Веб-дизайн,0
18341,12,28.03.2021,Веб-дизайн,0
18344,13,28.03.2021,Python Базовый,0
18345,15,28.03.2021,Unity,0
18346,14,28.03.2021,Python Базовый,0
18348,14,28.03.2021,Веб-дизайн,0
18349,14,21.03.2021,Веб-дизайн,0
18350,,28.03.2021,Python Базовый,0
18354,15,28.03.2021,Python Базовый,0
18357,12,28.03.2021,Python Базовый,0
18360,12,28.03.2021,Веб-дизайн,0
18371,11,28.03.2021,Python Базовый,0
18372,12,28.03.2021,Python Базовый,0
18374,16,28.03.2021,Unity,0
18378,14,28.03.2021,Python Базовый,0
18382,14,28.03.2021,Веб-дизайн,0
18383,17,21.03.2021,Веб-дизайн,0
18384,15,28.03.2021,Python Базовый,0
18386,14,21.03.2021,Python Базовый,0
18389,16,28.03.2021,Веб-дизайн,0
18391,,28.03.2021,Python Базовый,0
18392,14,21.03.2021,Веб-дизайн,0
18393,12,28.03.2021,Unity,0
18395,11,28.03.2021,Python Базовый,0
18399,13,21.03.2021,Python Базовый,0
18400,11,28.03.2021,Python Базовый,0
18402,15,21.03.2021,Веб-дизайн,0
18407,13,28.03.2021,Python Базовый,0
18416,,21.03.2021,Unity,0
18423,11,28.03.2021,Python Базовый,0
18426,14,21.03.2021,Python Базовый,0
18428,13,28.03.2021,Unity,0
18430,13,28.03.2021,Python Базовый,0
18436,15,28.03.2021,Python Базовый,0
18447,15,21.03.2021,Веб-дизайн,0
18448,12,21.03.2021,Python Базовый,0
18451,16,21.03.2021,Unity,0
18453,14,28.03.2021,Python Базовый,0
18456,12,28.03.2021,Веб-дизайн,0
18457,14,28.03.2021,Python Базовый,0
18458,13,28.03.2021,Python Базовый,0
18464,12,21.03.2021,Python Базовый,0
18468,11,28.03.2021,Python Базовый,0
18470,14,28.03.2021,Python Базовый,0
18476,15,28.03.2021,Python Базовый,0
18480,14,21.03.2021,Unity,0
18482,14,28.03.2021,Python Базовый,0
18484,14,28.03.2021,Python Базовый,0
18503,13,28.03.2021,Python Базовый,0
18504,14,28.03.2021,Python Базовый,0
18505,12,28.03.2021,Python Базовый,0
18508,11,28.03.2021,Python Базовый,0
